date,stock_code,stock_name,shares,weight
2026-08-21,2609,陽明,10063380,10.07
2026-08-21,2882,國泰金,8858470,8.86
2026-08-21,3711,日月光投控,5600460,5.61
2026-08-21,2330,台積電,4276419,4.27
2026-08-21,2382,廣達,3863629,3.86
2026-08-21,2357,華碩,3801290,3.81
2026-08-20,2609,陽明,46819340,46.81
2026-08-20,2454,聯發科,13592240,13.59
2026-08-20,2891,中信金,11452019,11.45
2026-08-20,2308,台達電,7994620,8.0
2026-08-20,2408,南亞科,7758050,7.75
2026-08-20,2330,台積電,5462560,5.47
2026-08-20,2882,國泰金,3880560,3.88
2026-08-20,2357,華碩,3041250,3.05
2026-08-19,2379,瑞昱,19581449,19.58
2026-08-19,2317,鴻海,14294790,14.29
2026-08-19,3711,日月光投控,14044740,14.04
2026-08-19,2327,國巨,14026799,14.03
2026-08-19,2881,富邦金,11589210,11.59
2026-08-19,2301,光寶科,11558450,11.55
2026-08-19,2882,國泰金,8915210,8.92
2026-08-19,2454,聯發科,3814940,3.82
2026-08-19,2382,廣達,2183850,2.18
2026-08-18,2379,瑞昱,13564250,13.57
2026-08-18,2408,南亞科,13485990,13.49
2026-08-18,2603,長榮,13185339,13.19
2026-08-18,2327,國巨,10875170,10.88
2026-08-18,2891,中信金,8973930,8.98
2026-08-18,3711,日月光投控,8959620,8.95
2026-08-18,2609,陽明,8660560,8.66
2026-08-18,2382,廣達,7765799,7.77
2026-08-18,2317,鴻海,6744830,6.75
2026-08-18,3231,緯創,4248250,4.24
2026-08-18,2308,台達電,3529080,3.52
2026-08-17,2382,廣達,46028550,46.03
2026-08-17,3711,日月光投控,14653370,14.66
2026-08-17,2301,光寶科,13598010,13.6
2026-08-17,2330,台積電,9389200,9.38
2026-08-17,3231,緯創,6712190,6.72
2026-08-17,2317,鴻海,4896760,4.89
2026-08-17,2379,瑞昱,2524590,2.52
2026-08-17,2454,聯發科,2208420,2.2
2026-08-16,2454,聯發科,17614910,17.61
2026-08-16,2882,國泰金,14112500,14.12
2026-08-16,2357,華碩,12661699,12.66
2026-08-16,2891,中信金,12443110,12.45
2026-08-16,2308,台達電,12021250,12.02
2026-08-16,2881,富邦金,9267800,9.27
2026-08-16,3711,日月光投控,9059440,9.06
2026-08-16,2327,國巨,8148210,8.14
2026-08-16,2408,南亞科,4676080,4.67
2026-08-15,2881,富邦金,13711350,13.71
2026-08-15,2308,台達電,12992240,13.0
2026-08-15,2330,台積電,12819960,12.81
2026-08-15,3711,日月光投控,12485620,12.49
2026-08-15,3034,聯詠,11033120,11.04
2026-08-15,2609,陽明,10998730,10.99
2026-08-15,2891,中信金,9725780,9.72
2026-08-15,2382,廣達,6974230,6.97
2026-08-15,3231,緯創,5279040,5.27
2026-08-15,2317,鴻海,3991500,4.0
2026-08-14,3231,緯創,43276420,43.27
2026-08-14,2891,中信金,13095529,13.09
2026-08-14,2408,南亞科,11552790,11.55
2026-08-14,2881,富邦金,9093500,9.1
2026-08-14,2379,瑞昱,5140280,5.15
2026-08-14,2317,鴻海,5096820,5.1
2026-08-14,2357,華碩,3946400,3.95
2026-08-14,3034,聯詠,3866570,3.87
2026-08-14,2327,國巨,2550620,2.56
2026-08-14,3711,日月光投控,2360250,2.36
2026-08-13,2301,光寶科,14981700,14.98
2026-08-13,2382,廣達,12588880,12.59
2026-08-13,2330,台積電,12142890,12.14
2026-08-13,2327,國巨,11065850,11.06
2026-08-13,2379,瑞昱,10824880,10.82
2026-08-13,3231,緯創,9501400,9.51
2026-08-13,2891,中信金,9049860,9.04
2026-08-13,3034,聯詠,7693960,7.7
2026-08-13,2454,聯發科,5276540,5.28
2026-08-13,2882,國泰金,3078090,3.07
2026-08-13,2357,華碩,1903030,1.9
2026-08-13,3711,日月光投控,1902960,1.91
2026-08-12,2330,台積電,26185290,26.19
2026-08-12,2317,鴻海,13932960,13.93
2026-08-12,2308,台達電,12423270,12.43
2026-08-12,2881,富邦金,11514780,11.51
2026-08-12,2603,長榮,8436629,8.44
2026-08-12,2379,瑞昱,6966480,6.97
2026-08-12,3711,日月光投控,6948860,6.94
2026-08-12,2408,南亞科,6641450,6.65
2026-08-12,3034,聯詠,4180489,4.18
2026-08-12,2609,陽明,2759070,2.76
2026-08-11,2308,台達電,14482180,14.48
2026-08-11,2379,瑞昱,13709350,13.71
2026-08-11,3231,緯創,13463770,13.47
2026-08-11,2891,中信金,12671250,12.67
2026-08-11,2301,光寶科,10268940,10.26
2026-08-11,2382,廣達,9046500,9.04
2026-08-11,2881,富邦金,6371110,6.37
2026-08-11,2357,華碩,6279000,6.28
2026-08-11,2882,國泰金,5106980,5.11
2026-08-11,2609,陽明,3098289,3.09
2026-08-11,2327,國巨,3029949,3.03
2026-08-11,3034,聯詠,2493760,2.49
2026-08-10,2330,台積電,14228970,14.22
2026-08-10,2881,富邦金,11543779,11.54
2026-08-10,2882,國泰金,11153990,11.15
2026-08-10,2454,聯發科,11062980,11.06
2026-08-10,3711,日月光投控,10259080,10.25
2026-08-10,2603,長榮,8067370,8.06
2026-08-10,3231,緯創,7477420,7.48
2026-08-10,2357,華碩,6759829,6.76
2026-08-10,2327,國巨,6305139,6.31
2026-08-10,2382,廣達,6034600,6.03
2026-08-10,2301,光寶科,5059860,5.06
2026-08-10,2408,南亞科,2070630,2.08
2026-08-09,2327,國巨,35575410,35.57
2026-08-09,2882,國泰金,13266970,13.26
2026-08-09,2454,聯發科,12490700,12.49
2026-08-09,2317,鴻海,8055910,8.05
2026-08-09,2891,中信金,7638860,7.64
2026-08-09,3034,聯詠,5917200,5.92
2026-08-09,2301,光寶科,5003100,5.0
2026-08-09,2357,華碩,4801810,4.8
2026-08-09,2408,南亞科,4094360,4.09
2026-08-09,2379,瑞昱,3182710,3.18
2026-08-08,2317,鴻海,14569380,14.57
2026-08-08,2454,聯發科,13976480,13.97
2026-08-08,2408,南亞科,13510999,13.52
2026-08-08,2891,中信金,11104119,11.11
2026-08-08,3711,日月光投控,10008860,10.0
2026-08-08,2308,台達電,7827270,7.82
2026-08-08,2609,陽明,7201840,7.2
2026-08-08,2881,富邦金,6734930,6.73
2026-08-08,2379,瑞昱,6247270,6.25
2026-08-08,3034,聯詠,5242510,5.25
2026-08-08,2327,國巨,3571180,3.58
2026-08-07,2379,瑞昱,25949980,25.94
2026-08-07,2330,台積電,12001270,12.0
2026-08-07,2891,中信金,10562260,10.56
2026-08-07,2382,廣達,9908770,9.9
2026-08-07,2308,台達電,8784030,8.79
2026-08-07,2882,國泰金,8286970,8.28
2026-08-07,2881,富邦金,8043210,8.05
2026-08-07,2357,華碩,7184670,7.19
2026-08-07,3231,緯創,4843639,4.85
2026-08-07,3034,聯詠,4438940,4.44
2026-08-06,2408,南亞科,14806000,14.8
2026-08-06,2882,國泰金,14708450,14.71
2026-08-06,2327,國巨,14335010,14.33
2026-08-06,3711,日月光投控,13256000,13.26
2026-08-06,2881,富邦金,9861760,9.86
2026-08-06,2603,長榮,8501850,8.51
2026-08-06,2379,瑞昱,6422149,6.42
2026-08-06,3034,聯詠,6289270,6.28
2026-08-06,2308,台達電,6052470,6.05
2026-08-06,2357,華碩,5771120,5.78
2026-08-05,2408,南亞科,19904490,19.91
2026-08-05,2891,中信金,13717650,13.71
2026-08-05,2609,陽明,13711030,13.72
2026-08-05,2603,長榮,11679750,11.67
2026-08-05,2330,台積電,11329870,11.33
2026-08-05,3034,聯詠,6289580,6.29
2026-08-05,3711,日月光投控,5348250,5.34
2026-08-05,2357,華碩,4987280,4.99
2026-08-05,2881,富邦金,4403250,4.4
2026-08-05,2327,國巨,3038039,3.03
2026-08-05,2454,聯發科,3011640,3.01
2026-08-05,2317,鴻海,2598130,2.6
2026-08-04,3231,緯創,33504769,33.51
2026-08-04,2603,長榮,13767390,13.76
2026-08-04,2881,富邦金,12927850,12.93
2026-08-04,2882,國泰金,12455430,12.46
2026-08-04,2379,瑞昱,6954440,6.95
2026-08-04,2301,光寶科,6175120,6.17
2026-08-04,2308,台達電,4602090,4.6
2026-08-04,2408,南亞科,4043520,4.04
2026-08-04,3711,日月光投控,2862470,2.87
2026-08-04,2357,華碩,2700960,2.71
2026-08-03,2317,鴻海,15893360,15.9
2026-08-03,2382,廣達,14052310,14.06
2026-08-03,2408,南亞科,11743790,11.75
2026-08-03,2379,瑞昱,10632890,10.63
2026-08-03,3231,緯創,8946720,8.95
2026-08-03,2308,台達電,7940570,7.94
2026-08-03,2603,長榮,7602820,7.6
2026-08-03,3034,聯詠,5681110,5.68
2026-08-03,2357,華碩,5215500,5.22
2026-08-03,2881,富邦金,4822540,4.83
2026-08-03,2301,光寶科,4159230,4.15
2026-08-03,2891,中信金,3293690,3.29
2026-08-02,2882,國泰金,29413080,29.42
2026-08-02,2327,國巨,12985140,12.99
2026-08-02,2609,陽明,10003110,10.01
2026-08-02,2308,台達電,9604900,9.61
2026-08-02,2603,長榮,9529460,9.52
2026-08-02,2379,瑞昱,8687230,8.68
2026-08-02,3711,日月光投控,8373000,8.38
2026-08-02,3034,聯詠,6258230,6.26
2026-08-02,2317,鴻海,5127920,5.13
2026-08-01,2308,台達電,14738590,14.74
2026-08-01,2882,國泰金,14516320,14.52
2026-08-01,2603,長榮,13793700,13.8
2026-08-01,2357,華碩,12378399,12.37
2026-08-01,2327,國巨,12111389,12.12
2026-08-01,2881,富邦金,11482620,11.48
2026-08-01,2891,中信金,7950760,7.95
2026-08-01,3711,日月光投控,5596040,5.59
2026-08-01,2382,廣達,4188949,4.18
2026-08-01,2408,南亞科,1966760,1.96
2026-08-01,3034,聯詠,1299320,1.29
2026-07-31,2379,瑞昱,41513120,41.52
2026-07-31,2357,華碩,14974480,14.97
2026-07-31,2308,台達電,13283200,13.28
2026-07-31,3231,緯創,11700820,11.7
2026-07-31,2881,富邦金,7269700,7.26
2026-07-31,2327,國巨,5720660,5.72
2026-07-31,2301,光寶科,3235450,3.24
2026-07-31,2609,陽明,2313640,2.31
2026-07-30,2891,中信金,28098380,28.09
2026-07-30,2327,國巨,12823910,12.82
2026-07-30,2382,廣達,12388760,12.38
2026-07-30,2454,聯發科,12182090,12.19
2026-07-30,3231,緯創,11849680,11.84
2026-07-30,2603,長榮,8559710,8.56
2026-07-30,2301,光寶科,6192940,6.19
2026-07-30,2379,瑞昱,5651270,5.65
2026-07-30,2330,台積電,2288409,2.28
2026-07-29,3711,日月光投控,42558900,42.56
2026-07-29,2379,瑞昱,14668090,14.67
2026-07-29,2891,中信金,14587810,14.58
2026-07-29,2881,富邦金,10614580,10.61
2026-07-29,2454,聯發科,5698200,5.69
2026-07-29,2408,南亞科,5258380,5.25
2026-07-29,2382,廣達,3793380,3.79
2026-07-29,3231,緯創,2850680,2.85
2026-07-28,2330,台積電,42136510,42.14
2026-07-28,3711,日月光投控,12990310,12.99
2026-07-28,2308,台達電,10889540,10.88
2026-07-28,2881,富邦金,9542790,9.55
2026-07-28,2408,南亞科,9120400,9.13
2026-07-28,2454,聯發科,7889250,7.89
2026-07-28,2327,國巨,5198250,5.2
2026-07-28,2317,鴻海,2210610,2.22
2026-07-27,2379,瑞昱,60232860,60.24
2026-07-27,3034,聯詠,8900880,8.9
2026-07-27,2301,光寶科,7639989,7.63
2026-07-27,3711,日月光投控,5635790,5.63
2026-07-27,2317,鴻海,5504790,5.51
2026-07-27,2891,中信金,4452780,4.46
2026-07-27,2603,長榮,3977570,3.98
2026-07-27,2881,富邦金,3645170,3.65
2026-07-26,2301,光寶科,24310330,24.32
2026-07-26,2308,台達電,13775569,13.77
2026-07-26,2379,瑞昱,11277090,11.28
2026-07-26,2382,廣達,10041000,10.05
2026-07-26,2330,台積電,9204820,9.2
2026-07-26,2317,鴻海,8753280,8.75
2026-07-26,2454,聯發科,7037040,7.03
2026-07-26,2603,長榮,4726410,4.72
2026-07-26,2357,華碩,4610560,4.61
2026-07-26,2327,國巨,3494200,3.5
2026-07-26,3231,緯創,2765470,2.77
2026-07-25,3231,緯創,48500200,48.5
2026-07-25,2408,南亞科,11373430,11.37
2026-07-25,2454,聯發科,6598380,6.59
2026-07-25,2301,光寶科,6022770,6.03
2026-07-25,2330,台積電,5535380,5.53
2026-07-25,2891,中信金,5367200,5.37
2026-07-25,3711,日月光投控,4959670,4.96
2026-07-25,3034,聯詠,4292280,4.29
2026-07-25,2881,富邦金,2935780,2.94
2026-07-25,2603,長榮,2277489,2.28
2026-07-25,2308,台達電,2139650,2.14
2026-07-24,2382,廣達,14908010,14.9
2026-07-24,3711,日月光投控,14349099,14.35
2026-07-24,2317,鴻海,13691579,13.7
2026-07-24,2609,陽明,13395240,13.39
2026-07-24,2379,瑞昱,12658669,12.66
2026-07-24,2357,華碩,11673500,11.67
2026-07-24,2891,中信金,8232300,8.24
2026-07-24,2603,長榮,5063650,5.07
2026-07-24,2454,聯發科,3745220,3.74
2026-07-24,2408,南亞科,2271549,2.28
2026-07-23,2454,聯發科,31373940,31.37
2026-07-23,3711,日月光投控,14112400,14.11
2026-07-23,2330,台積電,11971260,11.97
2026-07-23,2317,鴻海,10191559,10.19
2026-07-23,2882,國泰金,9696029,9.7
2026-07-23,2603,長榮,9166310,9.17
2026-07-23,2357,華碩,8121929,8.12
2026-07-23,3231,緯創,3109890,3.11
2026-07-23,2881,富邦金,2253860,2.26
2026-07-22,2301,光寶科,13759070,13.76
2026-07-22,2379,瑞昱,12723060,12.73
2026-07-22,2330,台積電,11136860,11.13
2026-07-22,2357,華碩,10927520,10.92
2026-07-22,2317,鴻海,9691870,9.69
2026-07-22,2382,廣達,9659960,9.65
2026-07-22,2327,國巨,7888390,7.89
2026-07-22,3711,日月光投控,7807110,7.81
2026-07-22,2891,中信金,7224920,7.22
2026-07-22,2454,聯發科,6093670,6.09
2026-07-22,2603,長榮,3112000,3.11
2026-07-21,2382,廣達,13214960,13.21
2026-07-21,2454,聯發科,12937080,12.93
2026-07-21,2603,長榮,12643150,12.65
2026-07-21,3034,聯詠,12374779,12.37
2026-07-21,2330,台積電,12308400,12.3
2026-07-21,2357,華碩,9012500,9.02
2026-07-21,2301,光寶科,8105260,8.1
2026-07-21,2308,台達電,7704130,7.71
2026-07-21,3231,緯創,5527960,5.53
2026-07-21,2408,南亞科,3874830,3.88
2026-07-21,2881,富邦金,2302940,2.3
2026-07-20,3711,日月光投控,39446910,39.45
2026-07-20,2891,中信金,13356540,13.36
2026-07-20,2609,陽明,11437940,11.44
2026-07-20,2454,聯發科,7795070,7.79
2026-07-20,2317,鴻海,6988200,6.98
2026-07-20,2882,國泰金,6576910,6.58
2026-07-20,2603,長榮,6417349,6.42
2026-07-20,2330,台積電,4945720,4.94
2026-07-20,2327,國巨,3031530,3.04
2026-07-19,2330,台積電,24888420,24.89
2026-07-19,2327,國巨,13583980,13.58
2026-07-19,2408,南亞科,12478000,12.48
2026-07-19,2609,陽明,11537519,11.54
2026-07-19,2603,長榮,10631690,10.63
2026-07-19,2317,鴻海,8059070,8.05
2026-07-19,2891,中信金,7274420,7.28
2026-07-19,3711,日月光投控,6735550,6.74
2026-07-19,2301,光寶科,4810690,4.81
2026-07-18,2379,瑞昱,16984700,16.98
2026-07-18,3034,聯詠,12726440,12.73
2026-07-18,2603,長榮,12062420,12.07
2026-07-18,2891,中信金,9352979,9.36
2026-07-18,3231,緯創,8795170,8.79
2026-07-18,2357,華碩,8719700,8.72
2026-07-18,2454,聯發科,7954120,7.96
2026-07-18,2308,台達電,6168990,6.16
2026-07-18,2408,南亞科,5612650,5.62
2026-07-18,3711,日月光投控,5358760,5.35
2026-07-18,2317,鴻海,4245510,4.25
2026-07-18,2882,國泰金,2005469,2.01
2026-07-17,2882,國泰金,45371090,45.37
2026-07-17,2308,台達電,11516380,11.51
2026-07-17,2301,光寶科,11471560,11.47
2026-07-17,3034,聯詠,7424340,7.42
2026-07-17,3231,緯創,6685620,6.69
2026-07-17,2891,中信金,6171090,6.17
2026-07-17,2603,長榮,4857279,4.85
2026-07-17,2330,台積電,3814980,3.82
2026-07-17,2408,南亞科,2700510,2.7
2026-07-16,3711,日月光投控,14980600,14.98
2026-07-16,2408,南亞科,12684740,12.68
2026-07-16,2357,華碩,12433150,12.43
2026-07-16,2891,中信金,12406280,12.41
2026-07-16,2379,瑞昱,12384290,12.39
2026-07-16,2327,國巨,12379859,12.37
2026-07-16,2382,廣達,6503710,6.5
2026-07-16,2330,台積電,6224640,6.23
2026-07-16,3231,緯創,5166850,5.16
2026-07-16,2317,鴻海,2792919,2.8
2026-07-16,2882,國泰金,2059329,2.05
2026-07-15,2882,國泰金,26431050,26.44
2026-07-15,3034,聯詠,14904010,14.9
2026-07-15,2382,廣達,14748120,14.75
2026-07-15,2379,瑞昱,11701060,11.7
2026-07-15,2308,台達電,8978790,8.98
2026-07-15,2327,國巨,7897600,7.89
2026-07-15,2881,富邦金,7041370,7.04
2026-07-15,2330,台積電,3255750,3.25
2026-07-15,3231,緯創,2957610,2.95
2026-07-15,2454,聯發科,2107130,2.1
2026-07-14,2357,華碩,48469680,48.47
2026-07-14,3711,日月光投控,14282930,14.29
2026-07-14,3231,緯創,14223690,14.22
2026-07-14,2454,聯發科,8591110,8.6
2026-07-14,2317,鴻海,5375510,5.38
2026-07-14,2379,瑞昱,3245470,3.24
2026-07-14,2382,廣達,3144020,3.15
2026-07-14,2881,富邦金,2656330,2.65
2026-07-13,2408,南亞科,39393270,39.39
2026-07-13,2881,富邦金,14151620,14.16
2026-07-13,2454,聯發科,10511200,10.51
2026-07-13,2317,鴻海,8979550,8.97
2026-07-13,2379,瑞昱,8359939,8.36
2026-07-13,2882,國泰金,6600500,6.6
2026-07-13,2609,陽明,4526460,4.53
2026-07-13,2891,中信金,3049540,3.05
2026-07-13,2327,國巨,2341310,2.35
2026-07-13,3711,日月光投控,2080090,2.08
2026-07-12,2609,陽明,28655860,28.66
2026-07-12,2382,廣達,13462000,13.47
2026-07-12,2379,瑞昱,11852420,11.86
2026-07-12,2408,南亞科,11567220,11.57
2026-07-12,2327,國巨,11009150,11.01
2026-07-12,2454,聯發科,10932980,10.94
2026-07-12,2882,國泰金,7402650,7.41
2026-07-12,2317,鴻海,5084140,5.08
2026-07-11,3034,聯詠,51030670,51.03
2026-07-11,2308,台達電,12649210,12.64
2026-07-11,2881,富邦金,8279570,8.27
2026-07-11,2382,廣達,8004490,8.01
2026-07-11,2301,光寶科,5867300,5.87
2026-07-11,2357,華碩,4727150,4.73
2026-07-11,2882,國泰金,4044460,4.05
2026-07-11,2327,國巨,2931810,2.93
2026-07-11,2330,台積電,2477290,2.47
2026-07-10,2609,陽明,25534650,25.53
2026-07-10,2881,富邦金,14796450,14.79
2026-07-10,2408,南亞科,14720320,14.72
2026-07-10,2308,台達電,12737610,12.73
2026-07-10,2379,瑞昱,9951460,9.95
2026-07-10,2301,光寶科,9078070,9.07
2026-07-10,2891,中信金,9069280,9.06
2026-07-10,3034,聯詠,4140580,4.15
2026-07-09,2609,陽明,14367670,14.37
2026-07-09,3231,緯創,13870920,13.88
2026-07-09,2882,國泰金,11926730,11.93
2026-07-09,3711,日月光投控,11385650,11.39
2026-07-09,2454,聯發科,11373490,11.37
2026-07-09,2891,中信金,8798730,8.79
2026-07-09,2603,長榮,8607180,8.61
2026-07-09,2881,富邦金,8289429,8.29
2026-07-09,2379,瑞昱,6765259,6.76
2026-07-09,2357,華碩,4618580,4.61
2026-07-08,2609,陽明,39463200,39.47
2026-07-08,2301,光寶科,14002150,14.01
2026-07-08,2357,華碩,13655990,13.65
2026-07-08,2382,廣達,11002660,11.0
2026-07-08,2882,國泰金,8194950,8.19
2026-07-08,3231,緯創,5132200,5.13
2026-07-08,2379,瑞昱,3407750,3.4
2026-07-08,2308,台達電,2668930,2.66
2026-07-08,2317,鴻海,2489000,2.49
2026-07-07,2609,陽明,40400110,40.4
2026-07-07,3711,日月光投控,12068630,12.06
2026-07-07,2301,光寶科,9741020,9.75
2026-07-07,2603,長榮,9422990,9.43
2026-07-07,3231,緯創,8652540,8.66
2026-07-07,2330,台積電,7822809,7.83
2026-07-07,2454,聯發科,5972560,5.97
2026-07-07,2891,中信金,5900700,5.9
2026-07-06,2301,光寶科,40298820,40.3
2026-07-06,2327,國巨,9423510,9.43
2026-07-06,2330,台積電,8555400,8.56
2026-07-06,2603,長榮,8526490,8.52
2026-07-06,2317,鴻海,8310650,8.32
2026-07-06,2382,廣達,7495980,7.5
2026-07-06,2881,富邦金,5428980,5.42
2026-07-06,2609,陽明,5028679,5.02
2026-07-06,3231,緯創,4308760,4.3
2026-07-06,2408,南亞科,2639310,2.63
2026-07-05,2317,鴻海,34894190,34.9
2026-07-05,2609,陽明,14426509,14.43
2026-07-05,2357,華碩,14409060,14.41
2026-07-05,2327,國巨,12447420,12.45
2026-07-05,2882,國泰金,10509190,10.5
2026-07-05,2382,廣達,7670530,7.67
2026-07-05,3034,聯詠,3145950,3.15
2026-07-05,2881,富邦金,2481130,2.49
2026-07-04,2603,長榮,13591450,13.6
2026-07-04,2327,國巨,13357780,13.36
2026-07-04,2408,南亞科,12786110,12.78
2026-07-04,2882,國泰金,12098040,12.1
2026-07-04,2379,瑞昱,9657430,9.66
2026-07-04,2357,華碩,9364270,9.37
2026-07-04,2454,聯發科,6992910,6.99
2026-07-04,3711,日月光投控,6738510,6.74
2026-07-04,3034,聯詠,6667820,6.67
2026-07-04,2308,台達電,5102110,5.1
2026-07-04,3231,緯創,3631600,3.63
2026-07-03,2382,廣達,34258160,34.25
2026-07-03,2317,鴻海,14431359,14.43
2026-07-03,2357,華碩,14272659,14.28
2026-07-03,2330,台積電,13670099,13.67
2026-07-03,2408,南亞科,9976920,9.98
2026-07-03,2379,瑞昱,6341220,6.34
2026-07-03,2891,中信金,4703290,4.7
2026-07-03,2609,陽明,2357500,2.35
2026-07-02,2327,國巨,11770069,11.78
2026-07-02,2330,台積電,11563910,11.57
2026-07-02,2379,瑞昱,11488210,11.48
2026-07-02,3231,緯創,10485540,10.48
2026-07-02,2882,國泰金,10326890,10.32
2026-07-02,2308,台達電,9446130,9.44
2026-07-02,2881,富邦金,9281720,9.29
2026-07-02,2317,鴻海,7340029,7.34
2026-07-02,3711,日月光投控,6466120,6.46
2026-07-02,3034,聯詠,6321930,6.32
2026-07-02,2301,光寶科,2893870,2.9
2026-07-02,2609,陽明,2613750,2.62
2026-07-01,2881,富邦金,28178410,28.18
2026-07-01,2379,瑞昱,14788810,14.79
2026-07-01,2882,國泰金,12705230,12.7
2026-07-01,2317,鴻海,11102299,11.11
2026-07-01,3711,日月光投控,8755610,8.76
2026-07-01,2301,光寶科,8646430,8.65
2026-07-01,2382,廣達,8295740,8.3
2026-07-01,2408,南亞科,7512830,7.51
2026-06-30,2882,國泰金,24273740,24.27
2026-06-30,2317,鴻海,12839030,12.83
2026-06-30,2408,南亞科,12382960,12.38
2026-06-30,2327,國巨,11657280,11.65
2026-06-30,2609,陽明,10864589,10.86
2026-06-30,2454,聯發科,7534639,7.54
2026-06-30,2881,富邦金,6647580,6.65
2026-06-30,2603,長榮,5945330,5.94
2026-06-30,2891,中信金,5257340,5.26
2026-06-30,3034,聯詠,2614980,2.62
2026-06-29,2301,光寶科,29590590,29.6
2026-06-29,2603,長榮,13839990,13.83
2026-06-29,2330,台積電,10563600,10.56
2026-06-29,2317,鴻海,10370400,10.38
2026-06-29,2609,陽明,9885670,9.89
2026-06-29,2891,中信金,9580540,9.58
2026-06-29,2382,廣達,7620339,7.63
2026-06-29,2454,聯發科,4970709,4.97
2026-06-29,3711,日月光投控,3566850,3.56
2026-06-28,2357,華碩,34265380,34.27
2026-06-28,2301,光寶科,14958650,14.96
2026-06-28,2603,長榮,13255150,13.25
2026-06-28,2454,聯發科,12702590,12.71
2026-06-28,3034,聯詠,10742650,10.74
2026-06-28,2308,台達電,9382750,9.38
2026-06-28,3231,緯創,2458480,2.46
2026-06-28,2891,中信金,2234070,2.23
2026-06-27,2357,華碩,13165140,13.16
2026-06-27,3034,聯詠,12770420,12.77
2026-06-27,3231,緯創,12681209,12.69
2026-06-27,2454,聯發科,12413290,12.41
2026-06-27,2327,國巨,12186530,12.19
2026-06-27,2881,富邦金,9948479,9.94
2026-06-27,2330,台積電,9614840,9.61
2026-06-27,2882,國泰金,6890690,6.9
2026-06-27,2308,台達電,5248010,5.25
2026-06-27,2408,南亞科,5088990,5.08
2026-06-26,3231,緯創,23091090,23.09
2026-06-26,2882,國泰金,14554590,14.56
2026-06-26,3711,日月光投控,11911500,11.91
2026-06-26,2357,華碩,10452460,10.46
2026-06-26,2454,聯發科,8803090,8.81
2026-06-26,2301,光寶科,7895390,7.9
2026-06-26,2603,長榮,5633600,5.63
2026-06-26,2609,陽明,4966560,4.96
2026-06-26,2317,鴻海,4315880,4.32
2026-06-26,2330,台積電,4212430,4.21
2026-06-26,2408,南亞科,4147710,4.15
2026-06-25,2882,國泰金,14283990,14.29
2026-06-25,3231,緯創,11669030,11.67
2026-06-25,2408,南亞科,10989810,10.99
2026-06-25,2382,廣達,10766039,10.77
2026-06-25,2301,光寶科,10012570,10.01
2026-06-25,2881,富邦金,9726440,9.73
2026-06-25,3711,日月光投控,9288370,9.28
2026-06-25,2317,鴻海,9123740,9.13
2026-06-25,3034,聯詠,6758079,6.76
