date,stock_code,stock_name,shares,weight
2026-07-03,2891,中信金,8722880,8.72
2026-07-03,2881,富邦金,8482150,8.49
2026-07-03,2882,國泰金,7798030,7.79
2026-07-03,2330,台積電,7374210,7.38
2026-07-03,2408,南亞科,5891000,5.9
2026-07-03,2317,鴻海,4127850,4.12
2026-07-03,2603,長榮,3737350,3.73
2026-07-03,2379,瑞昱,2760730,2.77
2026-07-02,3231,緯創,34308840,34.3
2026-07-02,2382,廣達,13067700,13.07
2026-07-02,2330,台積電,12853530,12.85
2026-07-02,2317,鴻海,12167660,12.17
2026-07-02,2379,瑞昱,10809920,10.8
2026-07-02,2891,中信金,7671280,7.67
2026-07-02,2454,聯發科,5153290,5.16
2026-07-02,2609,陽明,3976890,3.98
2026-07-01,2357,華碩,47276920,47.27
2026-07-01,2301,光寶科,12002300,12.0
2026-07-01,2327,國巨,11561320,11.57
2026-07-01,3034,聯詠,9282620,9.28
2026-07-01,2379,瑞昱,5458650,5.45
2026-07-01,2317,鴻海,5361810,5.37
2026-07-01,2881,富邦金,4822510,4.82
2026-07-01,2330,台積電,4240530,4.24
2026-06-30,2454,聯發科,14991810,14.99
2026-06-30,2891,中信金,13702419,13.7
2026-06-30,2327,國巨,11555040,11.56
2026-06-30,2308,台達電,10696830,10.69
2026-06-30,2882,國泰金,10095040,10.1
2026-06-30,3231,緯創,9304170,9.3
2026-06-30,3034,聯詠,8247070,8.24
2026-06-30,2330,台積電,7137780,7.13
2026-06-30,2881,富邦金,5916470,5.91
2026-06-30,2317,鴻海,2845270,2.84
2026-06-30,2379,瑞昱,2769330,2.77
2026-06-30,2382,廣達,2764230,2.77
2026-06-29,2327,國巨,20804490,20.8
2026-06-29,3231,緯創,14858409,14.86
2026-06-29,3034,聯詠,12162740,12.16
2026-06-29,2301,光寶科,9265790,9.27
2026-06-29,2308,台達電,8130820,8.13
2026-06-29,2882,國泰金,7032150,7.03
2026-06-29,2408,南亞科,6226460,6.23
2026-06-29,2379,瑞昱,5231680,5.23
2026-06-29,2609,陽明,5145620,5.15
2026-06-29,2317,鴻海,4313430,4.31
2026-06-29,2382,廣達,3616190,3.61
2026-06-29,2881,富邦金,3223510,3.22
2026-06-28,2882,國泰金,25873939,25.88
2026-06-28,2301,光寶科,14285930,14.29
2026-06-28,2891,中信金,12490250,12.5
2026-06-28,2330,台積電,11986760,11.98
2026-06-28,2308,台達電,11462380,11.47
2026-06-28,3231,緯創,8381030,8.38
2026-06-28,2379,瑞昱,5317750,5.32
2026-06-28,2382,廣達,4209310,4.2
2026-06-28,3034,聯詠,3874520,3.87
2026-06-28,2408,南亞科,2102169,2.11
2026-06-27,2882,國泰金,14404910,14.41
2026-06-27,2408,南亞科,13550670,13.56
2026-06-27,2379,瑞昱,13222420,13.22
2026-06-27,2881,富邦金,11124220,11.12
2026-06-27,2603,長榮,10621920,10.63
2026-06-27,2301,光寶科,9105160,9.11
2026-06-27,2317,鴻海,8027949,8.02
2026-06-27,3034,聯詠,6748080,6.75
2026-06-27,2609,陽明,5967370,5.96
2026-06-27,3231,緯創,5027210,5.03
2026-06-27,2330,台積電,2187390,2.19
2026-06-26,2454,聯發科,21873160,21.87
2026-06-26,2382,廣達,13384320,13.38
2026-06-26,2408,南亞科,12377760,12.38
2026-06-26,2357,華碩,12356629,12.36
2026-06-26,2882,國泰金,10478080,10.48
2026-06-26,2881,富邦金,9805600,9.81
2026-06-26,2317,鴻海,8042439,8.04
2026-06-26,2609,陽明,4522320,4.52
2026-06-26,3711,日月光投控,3667560,3.66
2026-06-26,2379,瑞昱,3495050,3.5
2026-06-25,2603,長榮,38468230,38.47
2026-06-25,2882,國泰金,13981670,13.99
2026-06-25,2330,台積電,9902760,9.9
2026-06-25,3711,日月光投控,8598750,8.6
2026-06-25,2317,鴻海,8326980,8.33
2026-06-25,2308,台達電,5690540,5.69
2026-06-25,2609,陽明,5310529,5.31
2026-06-25,2881,富邦金,4068159,4.06
2026-06-25,2327,國巨,3466080,3.46
2026-06-25,3231,緯創,2193070,2.19
2026-06-24,2330,台積電,20655620,20.66
2026-06-24,2317,鴻海,14075390,14.08
2026-06-24,3711,日月光投控,14006210,14.0
2026-06-24,2327,國巨,12345720,12.34
2026-06-24,2382,廣達,10524510,10.52
2026-06-24,2881,富邦金,7948500,7.95
2026-06-24,2308,台達電,6722030,6.72
2026-06-24,2379,瑞昱,6131570,6.13
2026-06-24,2891,中信金,5008420,5.0
2026-06-24,2301,光寶科,2607480,2.6
2026-06-23,3034,聯詠,15126800,15.13
2026-06-23,2308,台達電,14368030,14.36
2026-06-23,2882,國泰金,13405650,13.41
2026-06-23,2891,中信金,13117510,13.11
2026-06-23,2330,台積電,12979590,12.97
2026-06-23,2301,光寶科,9653750,9.65
2026-06-23,3231,緯創,8159680,8.16
2026-06-23,3711,日月光投控,7112880,7.11
2026-06-23,2379,瑞昱,6096510,6.1
2026-06-22,2317,鴻海,25797010,25.8
2026-06-22,2881,富邦金,13130990,13.14
2026-06-22,2882,國泰金,11545659,11.54
2026-06-22,2382,廣達,11297979,11.29
2026-06-22,2891,中信金,10604560,10.61
2026-06-22,2603,長榮,9418670,9.42
2026-06-22,2408,南亞科,6162550,6.16
2026-06-22,2357,華碩,5049050,5.05
2026-06-22,2330,台積電,3614920,3.62
2026-06-22,3711,日月光投控,3364460,3.37
2026-06-21,3231,緯創,39730000,39.73
2026-06-21,2881,富邦金,12481450,12.48
2026-06-21,3711,日月光投控,12032889,12.03
2026-06-21,2327,國巨,9453890,9.46
2026-06-21,2308,台達電,8992310,9.0
2026-06-21,2408,南亞科,7462120,7.46
2026-06-21,2379,瑞昱,6924340,6.92
2026-06-21,2454,聯發科,2914470,2.92
2026-06-20,2382,廣達,25698830,25.7
2026-06-20,2408,南亞科,14414190,14.41
2026-06-20,2882,國泰金,9983060,9.98
2026-06-20,2454,聯發科,8894100,8.89
2026-06-20,2308,台達電,8292199,8.29
2026-06-20,2301,光寶科,6703959,6.71
2026-06-20,2881,富邦金,6087760,6.09
2026-06-20,3231,緯創,5701480,5.71
2026-06-20,3711,日月光投控,5666740,5.66
2026-06-20,2379,瑞昱,5135570,5.13
2026-06-20,3034,聯詠,3436800,3.43
2026-06-19,2382,廣達,23393060,23.4
2026-06-19,2609,陽明,14951590,14.95
2026-06-19,3231,緯創,13073740,13.07
2026-06-19,2330,台積電,12486520,12.48
2026-06-19,2308,台達電,10164120,10.17
2026-06-19,3034,聯詠,8001460,8.0
2026-06-19,2379,瑞昱,7646700,7.64
2026-06-19,2301,光寶科,7594719,7.59
2026-06-19,2317,鴻海,2692220,2.7
2026-06-18,2881,富邦金,29333470,29.34
2026-06-18,2301,光寶科,13561470,13.56
2026-06-18,2891,中信金,9599100,9.6
2026-06-18,2454,聯發科,8883860,8.88
2026-06-18,2382,廣達,7505150,7.51
2026-06-18,2609,陽明,7334390,7.33
2026-06-18,2327,國巨,6819340,6.82
2026-06-18,2882,國泰金,5576600,5.58
2026-06-18,3034,聯詠,4390019,4.39
2026-06-18,2317,鴻海,4383480,4.38
2026-06-18,2308,台達電,2600210,2.61
2026-06-17,2882,國泰金,20125879,20.13
2026-06-17,2881,富邦金,14724070,14.73
2026-06-17,2327,國巨,13873449,13.87
2026-06-17,2891,中信金,10735250,10.73
2026-06-17,2357,華碩,10221680,10.22
2026-06-17,2379,瑞昱,6388990,6.38
2026-06-17,2301,光寶科,5730250,5.73
2026-06-17,2603,長榮,5484990,5.48
2026-06-17,3231,緯創,5453640,5.45
2026-06-17,2382,廣達,4494970,4.5
2026-06-17,2308,台達電,2787890,2.78
2026-06-16,2379,瑞昱,14146610,14.14
2026-06-16,2881,富邦金,12086360,12.08
2026-06-16,2408,南亞科,10677880,10.68
2026-06-16,2454,聯發科,10159970,10.15
2026-06-16,2603,長榮,9944649,9.94
2026-06-16,2609,陽明,9561110,9.57
2026-06-16,2308,台達電,7629100,7.62
2026-06-16,2882,國泰金,6212700,6.22
2026-06-16,3711,日月光投控,5794780,5.8
2026-06-16,2891,中信金,5748990,5.75
2026-06-16,2357,華碩,5248160,5.25
2026-06-16,2327,國巨,2796239,2.8
2026-06-15,2454,聯發科,13485910,13.49
2026-06-15,2891,中信金,12432400,12.43
2026-06-15,2357,華碩,11446439,11.45
2026-06-15,2609,陽明,10640310,10.64
2026-06-15,2308,台達電,10533600,10.53
2026-06-15,2301,光寶科,10449890,10.44
2026-06-15,2379,瑞昱,7431409,7.43
2026-06-15,2382,廣達,7406010,7.4
2026-06-15,2317,鴻海,6784910,6.78
2026-06-15,2330,台積電,5791750,5.8
2026-06-15,2881,富邦金,3612660,3.61
2026-06-14,3711,日月光投控,16993530,17.0
2026-06-14,2603,長榮,12411400,12.42
2026-06-14,2609,陽明,12167610,12.17
2026-06-14,2301,光寶科,10823620,10.83
2026-06-14,3034,聯詠,10347760,10.35
2026-06-14,2382,廣達,7584880,7.58
2026-06-14,2379,瑞昱,6814470,6.82
2026-06-14,2330,台積電,6276980,6.28
2026-06-14,2327,國巨,5967980,5.97
2026-06-14,2357,華碩,3725820,3.72
2026-06-14,2308,台達電,3470050,3.47
2026-06-14,2881,富邦金,3398530,3.39
2026-06-13,2327,國巨,17697440,17.69
2026-06-13,2317,鴻海,12431420,12.44
2026-06-13,3231,緯創,12051570,12.05
2026-06-13,3034,聯詠,10917610,10.91
2026-06-13,2408,南亞科,9684470,9.69
2026-06-13,2382,廣達,8611080,8.62
2026-06-13,2379,瑞昱,8450070,8.46
2026-06-13,2609,陽明,7528089,7.52
2026-06-13,2882,國泰金,6511079,6.52
2026-06-13,2454,聯發科,6100860,6.1
2026-06-12,2891,中信金,13575240,13.58
2026-06-12,2327,國巨,13483140,13.48
2026-06-12,3711,日月光投控,12740860,12.74
2026-06-12,3034,聯詠,12155840,12.16
2026-06-12,3231,緯創,12147490,12.15
2026-06-12,2330,台積電,9059680,9.05
2026-06-12,2308,台達電,8079480,8.07
2026-06-12,2603,長榮,5021640,5.03
2026-06-12,2382,廣達,5004340,5.01
2026-06-12,2454,聯發科,3199450,3.19
2026-06-12,2609,陽明,2836440,2.84
2026-06-12,2881,富邦金,2692440,2.7
2026-06-11,2327,國巨,37475450,37.47
2026-06-11,3711,日月光投控,14471190,14.47
2026-06-11,2317,鴻海,12730020,12.73
2026-06-11,3231,緯創,9489750,9.48
2026-06-11,2891,中信金,7507020,7.51
2026-06-11,2408,南亞科,5955420,5.95
2026-06-11,2382,廣達,4502690,4.5
2026-06-11,2357,華碩,4053479,4.06
2026-06-11,2454,聯發科,3831350,3.83
2026-06-10,3231,緯創,29443490,29.44
2026-06-10,2454,聯發科,12890560,12.9
2026-06-10,2308,台達電,12274709,12.27
2026-06-10,2382,廣達,12133110,12.14
2026-06-10,2357,華碩,11687820,11.68
2026-06-10,3034,聯詠,8830740,8.83
2026-06-10,3711,日月光投控,7492140,7.49
2026-06-10,2408,南亞科,5258060,5.25
2026-06-09,2357,華碩,13255020,13.25
2026-06-09,2408,南亞科,11558780,11.55
2026-06-09,2327,國巨,11167120,11.16
2026-06-09,2301,光寶科,10594400,10.6
2026-06-09,2881,富邦金,10181469,10.19
2026-06-09,3711,日月光投控,10022680,10.03
2026-06-09,2330,台積電,8697010,8.69
2026-06-09,2382,廣達,7532870,7.53
2026-06-09,2891,中信金,5487340,5.48
2026-06-09,2379,瑞昱,5278160,5.27
2026-06-09,2308,台達電,3704200,3.71
2026-06-09,2609,陽明,2541940,2.54
2026-06-08,2454,聯發科,14193389,14.2
2026-06-08,2327,國巨,14106489,14.1
2026-06-08,2317,鴻海,13755450,13.76
2026-06-08,2891,中信金,12272499,12.27
2026-06-08,2357,華碩,12059100,12.05
2026-06-08,2379,瑞昱,11009290,11.01
2026-06-08,2330,台積電,8501030,8.5
2026-06-08,2408,南亞科,7551250,7.55
2026-06-08,2308,台達電,4105170,4.11
2026-06-08,2881,富邦金,2453220,2.45
2026-06-07,2379,瑞昱,13233189,13.24
2026-06-07,2603,長榮,12606900,12.6
2026-06-07,2301,光寶科,12400530,12.4
2026-06-07,2454,聯發科,11704010,11.71
2026-06-07,3231,緯創,11070530,11.07
2026-06-07,2357,華碩,10611500,10.61
2026-06-07,3711,日月光投控,8058450,8.06
2026-06-07,2308,台達電,7002500,7.01
2026-06-07,2891,中信金,5966700,5.96
2026-06-07,2327,國巨,3992170,4.0
2026-06-07,2408,南亞科,3337850,3.34
2026-06-06,3711,日月光投控,16673140,16.67
2026-06-06,2454,聯發科,14416170,14.42
2026-06-06,2317,鴻海,13066580,13.07
2026-06-06,2308,台達電,12395780,12.39
2026-06-06,2882,國泰金,8100590,8.1
2026-06-06,2603,長榮,7822199,7.83
2026-06-06,2330,台積電,6457240,6.46
2026-06-06,2881,富邦金,5031200,5.04
2026-06-06,2609,陽明,4528140,4.52
2026-06-06,2891,中信金,4115360,4.11
2026-06-06,2382,廣達,4016489,4.02
2026-06-06,3231,緯創,3362870,3.37
2026-06-05,2891,中信金,30111479,30.11
2026-06-05,2603,長榮,12198270,12.2
2026-06-05,2357,華碩,10260150,10.27
2026-06-05,2308,台達電,9496090,9.49
2026-06-05,2881,富邦金,8765800,8.77
2026-06-05,2382,廣達,8161500,8.16
2026-06-05,2882,國泰金,6609590,6.6
2026-06-05,2408,南亞科,4916300,4.92
2026-06-05,2454,聯發科,3808130,3.81
2026-06-05,3711,日月光投控,3118000,3.11
2026-06-05,2379,瑞昱,2557350,2.56
2026-06-04,2301,光寶科,14580840,14.59
2026-06-04,3034,聯詠,14519910,14.51
2026-06-04,2408,南亞科,11583030,11.59
2026-06-04,2454,聯發科,9654640,9.65
2026-06-04,2327,國巨,9569170,9.57
2026-06-04,2308,台達電,9454420,9.46
2026-06-04,3231,緯創,7406030,7.4
2026-06-04,2882,國泰金,7368560,7.36
2026-06-04,2881,富邦金,6593240,6.59
2026-06-04,2379,瑞昱,5306390,5.3
2026-06-04,2317,鴻海,1991840,2.0
2026-06-04,3711,日月光投控,1987199,1.98
2026-06-03,2603,長榮,48197670,48.19
2026-06-03,2330,台積電,13553310,13.55
2026-06-03,3231,緯創,7508310,7.51
2026-06-03,2357,華碩,7323820,7.33
2026-06-03,2609,陽明,6640610,6.64
2026-06-03,3711,日月光投控,6054240,6.05
2026-06-03,2382,廣達,4375520,4.37
2026-06-03,2454,聯發科,3677230,3.68
2026-06-03,3034,聯詠,2677740,2.68
2026-05-27,3037,欣興,1500000,0.0
2026-05-27,6997,JP,1200000,0.0
2026-05-27,3711,日月光投控,1100000,0.0
2026-05-27,6981,JP,500000,0.0
2026-05-27,2330,台積電,400000,0.0
2026-05-27,7826,JP,374300,0.0
2026-05-27,2454,聯發科,350000,0.0
2026-05-27,2308,台達電,307000,0.0
2026-05-27,4062,JP,275000,0.0
2026-05-27,6869,HK,260000,0.0
2026-05-27,2383,台光電,248000,0.0
2026-05-27,6274,台燿,230000,0.0
2026-05-27,3017,奇鋐,215000,0.0
2026-05-27,6787,JP,175000,0.0
2026-05-27,5706,JP,110000,0.0
2026-05-27,2360,致茂,110000,0.0
2026-05-27,5801,JP,100000,0.0
2026-05-27,6223,旺矽,90000,0.0
2026-05-27,6515,穎崴,80000,0.0
2026-05-27,5274,信驊,46000,0.0
2026-05-27,7769,鴻勁,36000,0.0
2026-05-26,3231,緯創,14880950,14.88
2026-05-26,2317,鴻海,14146790,14.14
2026-05-26,2408,南亞科,13825570,13.83
2026-05-26,2454,聯發科,12942980,12.95
2026-05-26,2357,華碩,11079770,11.08
2026-05-26,2327,國巨,7881280,7.89
2026-05-26,2301,光寶科,7417450,7.41
2026-05-26,3034,聯詠,6951960,6.95
2026-05-26,2881,富邦金,5047300,5.05
2026-05-26,2609,陽明,3242600,3.25
2026-05-26,3711,日月光投控,1781200,1.78
2026-05-26,2882,國泰金,786940,0.79
2026-05-25,3231,緯創,14595190,14.6
2026-05-25,2882,國泰金,13708099,13.7
2026-05-25,2327,國巨,13434530,13.44
2026-05-25,2357,華碩,12579050,12.57
2026-05-25,2308,台達電,12328340,12.33
2026-05-25,2317,鴻海,8171390,8.18
2026-05-25,2382,廣達,7863550,7.86
2026-05-25,2379,瑞昱,6751549,6.76
2026-05-25,2454,聯發科,3585410,3.58
2026-05-25,2330,台積電,2944360,2.95
2026-05-25,2301,光寶科,2039609,2.03
2026-05-25,2881,富邦金,1998450,2.0
2026-05-24,3231,緯創,29862570,29.87
2026-05-24,2454,聯發科,14763270,14.77
2026-05-24,2408,南亞科,13517209,13.52
2026-05-24,2327,國巨,9842640,9.84
2026-05-24,2603,長榮,9048640,9.05
2026-05-24,2330,台積電,8201709,8.2
2026-05-24,2308,台達電,6986230,6.98
2026-05-24,2891,中信金,5508810,5.51
2026-05-24,3034,聯詠,2268260,2.26
