date,stock_code,stock_name,shares,weight
2026-08-11,2881,富邦金,8786360,8.79
2026-08-11,2882,國泰金,8582640,8.58
2026-08-11,2408,南亞科,7797040,7.8
2026-08-11,2891,中信金,3918710,3.91
2026-08-11,2330,台積電,2563539,2.57
2026-08-11,2609,陽明,2456070,2.45
2026-08-11,3231,緯創,2012889,2.01
2026-08-10,2327,國巨,14906070,14.91
2026-08-10,2357,華碩,14419490,14.41
2026-08-10,2379,瑞昱,13872770,13.88
2026-08-10,2330,台積電,12613859,12.61
2026-08-10,2382,廣達,11889260,11.88
2026-08-10,2454,聯發科,11248700,11.24
2026-08-10,2408,南亞科,9424980,9.43
2026-08-10,2603,長榮,5063490,5.07
2026-08-10,3711,日月光投控,2434060,2.43
2026-08-10,3034,聯詠,2094409,2.09
2026-08-10,2609,陽明,2050919,2.05
2026-08-09,2454,聯發科,40855120,40.85
2026-08-09,2603,長榮,14182660,14.18
2026-08-09,2408,南亞科,11288780,11.28
2026-08-09,2379,瑞昱,7363060,7.36
2026-08-09,2330,台積電,7284670,7.29
2026-08-09,2317,鴻海,4692570,4.7
2026-08-09,2382,廣達,3577600,3.58
2026-08-09,2609,陽明,3090359,3.09
2026-08-09,2357,華碩,2974990,2.98
2026-08-09,3231,緯創,2430660,2.43
2026-08-09,2881,富邦金,2262570,2.26
2026-08-08,2891,中信金,14926729,14.93
2026-08-08,2408,南亞科,14586970,14.59
2026-08-08,2308,台達電,12664809,12.66
2026-08-08,2357,華碩,11981300,11.98
2026-08-08,2317,鴻海,11451479,11.45
2026-08-08,2327,國巨,8993390,9.0
2026-08-08,2454,聯發科,5734750,5.73
2026-08-08,2609,陽明,5251080,5.25
2026-08-08,3711,日月光投控,4554340,4.55
2026-08-08,2301,光寶科,4091759,4.1
2026-08-08,2882,國泰金,2984190,2.99
2026-08-08,2881,富邦金,2774170,2.77
2026-08-07,2603,長榮,23103930,23.11
2026-08-07,2357,華碩,14268020,14.27
2026-08-07,2609,陽明,10809380,10.8
2026-08-07,3711,日月光投控,10194080,10.2
2026-08-07,2330,台積電,10007890,10.0
2026-08-07,2382,廣達,9756840,9.75
2026-08-07,2301,光寶科,7417130,7.41
2026-08-07,2882,國泰金,5944560,5.95
2026-08-07,3034,聯詠,4410080,4.42
2026-08-07,2891,中信金,4090080,4.09
2026-08-06,3711,日月光投控,37027240,37.03
2026-08-06,3034,聯詠,11824840,11.83
2026-08-06,2454,聯發科,11190900,11.19
2026-08-06,2881,富邦金,8662760,8.67
2026-08-06,2382,廣達,8176379,8.17
2026-08-06,2357,華碩,6393370,6.39
2026-08-06,2308,台達電,6228040,6.22
2026-08-06,2603,長榮,5290520,5.29
2026-08-06,2882,國泰金,5208780,5.21
2026-08-05,2382,廣達,27333289,27.34
2026-08-05,2891,中信金,12645420,12.65
2026-08-05,2357,華碩,9525480,9.52
2026-08-05,2881,富邦金,8793890,8.79
2026-08-05,2882,國泰金,8745030,8.75
2026-08-05,2609,陽明,8281990,8.28
2026-08-05,2603,長榮,7583509,7.59
2026-08-05,2408,南亞科,5926300,5.92
2026-08-05,3034,聯詠,3470070,3.47
2026-08-05,2454,聯發科,3232330,3.24
2026-08-05,2327,國巨,2234540,2.24
2026-08-05,2308,台達電,2207000,2.21
2026-08-04,2454,聯發科,14382040,14.38
2026-08-04,2301,光寶科,13804110,13.81
2026-08-04,2357,華碩,13331220,13.33
2026-08-04,2308,台達電,12626150,12.63
2026-08-04,2330,台積電,12268910,12.26
2026-08-04,3034,聯詠,9114889,9.12
2026-08-04,2891,中信金,7159390,7.16
2026-08-04,2327,國巨,4608150,4.61
2026-08-04,2317,鴻海,4475160,4.47
2026-08-04,3711,日月光投控,3821860,3.82
2026-08-04,2603,長榮,2350310,2.36
2026-08-04,2382,廣達,2047529,2.05
2026-08-03,2330,台積電,22994890,22.99
2026-08-03,3034,聯詠,12031680,12.04
2026-08-03,2881,富邦金,10694530,10.7
2026-08-03,2609,陽明,9937309,9.94
2026-08-03,2454,聯發科,7498470,7.49
2026-08-03,2379,瑞昱,6873720,6.88
2026-08-03,2308,台達電,6723120,6.73
2026-08-03,2382,廣達,6499030,6.5
2026-08-03,2317,鴻海,6076170,6.08
2026-08-03,2603,長榮,4374270,4.37
2026-08-03,2882,國泰金,3602940,3.6
2026-08-03,2357,華碩,2683170,2.68
2026-08-02,2408,南亞科,28128020,28.13
2026-08-02,2882,國泰金,14538220,14.54
2026-08-02,3231,緯創,13354500,13.35
2026-08-02,2308,台達電,13073500,13.07
2026-08-02,2330,台積電,9071590,9.07
2026-08-02,2454,聯發科,7251960,7.26
2026-08-02,2382,廣達,5386700,5.39
2026-08-02,2881,富邦金,5098030,5.1
2026-08-02,2609,陽明,4080070,4.09
2026-08-01,2317,鴻海,43024240,43.02
2026-08-01,2379,瑞昱,10411260,10.41
2026-08-01,2357,華碩,10286420,10.29
2026-08-01,2327,國巨,9780900,9.78
2026-08-01,3231,緯創,9172310,9.17
2026-08-01,2382,廣達,5426880,5.42
2026-08-01,2308,台達電,5307849,5.31
2026-08-01,2609,陽明,4041540,4.04
2026-08-01,2454,聯發科,2569260,2.56
2026-07-31,2330,台積電,29606330,29.6
2026-07-31,3034,聯詠,13287310,13.28
2026-07-31,2379,瑞昱,10189080,10.18
2026-07-31,2301,光寶科,8863999,8.87
2026-07-31,2408,南亞科,8811570,8.81
2026-07-31,3231,緯創,7015960,7.02
2026-07-31,2308,台達電,5936630,5.94
2026-07-31,2357,華碩,5543910,5.54
2026-07-31,2881,富邦金,4055369,4.06
2026-07-31,2382,廣達,3769199,3.76
2026-07-31,2603,長榮,2936390,2.94
2026-07-30,2327,國巨,18909119,18.9
2026-07-30,3034,聯詠,14616510,14.62
2026-07-30,2317,鴻海,13184289,13.19
2026-07-30,3231,緯創,11854620,11.86
2026-07-30,2330,台積電,9840479,9.85
2026-07-30,2603,長榮,6958809,6.96
2026-07-30,2609,陽明,6876800,6.87
2026-07-30,3711,日月光投控,6582120,6.58
2026-07-30,2357,華碩,4757830,4.76
2026-07-30,2881,富邦金,3612010,3.62
2026-07-30,2891,中信金,2783920,2.79
2026-07-29,2382,廣達,15814520,15.81
2026-07-29,2317,鴻海,13505680,13.5
2026-07-29,2301,光寶科,12660790,12.67
2026-07-29,2408,南亞科,11170320,11.18
2026-07-29,2609,陽明,7802000,7.81
2026-07-29,2379,瑞昱,7393039,7.39
2026-07-29,2603,長榮,6632910,6.63
2026-07-29,2882,國泰金,5695550,5.69
2026-07-29,2357,華碩,5555510,5.56
2026-07-29,3034,聯詠,5471630,5.48
2026-07-29,2327,國巨,4827710,4.82
2026-07-29,2330,台積電,3460500,3.46
2026-07-28,2357,華碩,14291970,14.29
2026-07-28,2609,陽明,12539930,12.53
2026-07-28,2301,光寶科,12466870,12.47
2026-07-28,2382,廣達,10703520,10.7
2026-07-28,2891,中信金,10334430,10.33
2026-07-28,2454,聯發科,9353799,9.36
2026-07-28,2408,南亞科,7772179,7.77
2026-07-28,2881,富邦金,7026290,7.02
2026-07-28,2379,瑞昱,5615210,5.61
2026-07-28,2330,台積電,4796420,4.79
2026-07-28,2327,國巨,2874110,2.87
2026-07-28,2603,長榮,2260880,2.26
2026-07-27,2609,陽明,14435110,14.44
2026-07-27,3711,日月光投控,14352730,14.36
2026-07-27,2408,南亞科,11680140,11.68
2026-07-27,2882,國泰金,11108399,11.11
2026-07-27,3231,緯創,9912950,9.92
2026-07-27,2301,光寶科,9593840,9.59
2026-07-27,2379,瑞昱,6971220,6.97
2026-07-27,2308,台達電,6903989,6.91
2026-07-27,2454,聯發科,6764210,6.77
2026-07-27,2327,國巨,6189499,6.18
2026-07-27,2317,鴻海,2063580,2.07
2026-07-26,2382,廣達,18088040,18.09
2026-07-26,2891,中信金,14905530,14.9
2026-07-26,2357,華碩,12713350,12.72
2026-07-26,2454,聯發科,12234260,12.24
2026-07-26,2882,國泰金,11206240,11.21
2026-07-26,3034,聯詠,9080970,9.08
2026-07-26,2609,陽明,6057159,6.06
2026-07-26,2408,南亞科,5474810,5.47
2026-07-26,2603,長榮,5400060,5.41
2026-07-26,2301,光寶科,4811670,4.82
2026-07-25,3231,緯創,14559690,14.56
2026-07-25,2609,陽明,14367010,14.37
2026-07-25,2308,台達電,13521599,13.52
2026-07-25,2891,中信金,9988380,9.98
2026-07-25,2330,台積電,9292790,9.29
2026-07-25,2327,國巨,9283110,9.28
2026-07-25,2603,長榮,6900169,6.91
2026-07-25,2382,廣達,5907630,5.91
2026-07-25,2408,南亞科,5708610,5.71
2026-07-25,2881,富邦金,3729190,3.72
2026-07-25,3711,日月光投控,3537690,3.53
2026-07-25,2882,國泰金,3210680,3.22
2026-07-24,2330,台積電,14377730,14.37
2026-07-24,2357,華碩,14016740,14.01
2026-07-24,2382,廣達,11956510,11.96
2026-07-24,2379,瑞昱,11678920,11.67
2026-07-24,2881,富邦金,8805660,8.81
2026-07-24,2891,中信金,7994120,8.0
2026-07-24,2308,台達電,7616650,7.62
2026-07-24,2301,光寶科,7153190,7.15
2026-07-24,2454,聯發科,5040690,5.04
2026-07-24,3711,日月光投控,4296680,4.29
2026-07-24,2609,陽明,3780210,3.78
2026-07-24,2327,國巨,3304780,3.3
2026-07-23,2882,國泰金,47533150,47.53
2026-07-23,2603,長榮,14357709,14.35
2026-07-23,3231,緯創,10751820,10.76
2026-07-23,2327,國巨,7225010,7.22
2026-07-23,3034,聯詠,6130100,6.13
2026-07-23,2379,瑞昱,6018770,6.01
2026-07-23,2609,陽明,4195380,4.19
2026-07-23,2891,中信金,3809620,3.81
2026-07-22,2408,南亞科,28641529,28.65
2026-07-22,2891,中信金,14076950,14.07
2026-07-22,3034,聯詠,10247430,10.24
2026-07-22,2301,光寶科,10071110,10.07
2026-07-22,2882,國泰金,9660870,9.66
2026-07-22,2609,陽明,9054510,9.06
2026-07-22,2317,鴻海,8611000,8.62
2026-07-22,3711,日月光投控,6423319,6.42
2026-07-22,2454,聯發科,3206399,3.21
2026-07-21,2357,華碩,13762210,13.76
2026-07-21,2308,台達電,12705080,12.7
2026-07-21,2454,聯發科,11994170,12.0
2026-07-21,2327,國巨,10588110,10.58
2026-07-21,3711,日月光投控,10564030,10.56
2026-07-21,2882,國泰金,7895250,7.89
2026-07-21,2881,富邦金,7712560,7.71
2026-07-21,2317,鴻海,5508440,5.5
2026-07-21,2408,南亞科,5445540,5.44
2026-07-21,2382,廣達,5442900,5.44
2026-07-21,2330,台積電,4360850,4.36
2026-07-21,2379,瑞昱,4059769,4.06
2026-07-20,2891,中信金,21513660,21.51
2026-07-20,2357,華碩,14793930,14.79
2026-07-20,2379,瑞昱,14413760,14.41
2026-07-20,2301,光寶科,14215350,14.21
2026-07-20,2308,台達電,14084760,14.09
2026-07-20,2408,南亞科,10058210,10.06
2026-07-20,2454,聯發科,5778160,5.78
2026-07-20,2317,鴻海,3142480,3.14
2026-07-20,2882,國泰金,2003879,2.01
2026-07-19,3711,日月光投控,42197640,42.2
2026-07-19,3034,聯詠,15001850,15.0
2026-07-19,2317,鴻海,11954970,11.95
2026-07-19,2891,中信金,9013300,9.01
2026-07-19,2408,南亞科,7509500,7.51
2026-07-19,2603,長榮,5745120,5.74
2026-07-19,2882,國泰金,5131450,5.13
2026-07-19,2609,陽明,3465550,3.46
2026-07-18,2357,華碩,34410469,34.41
2026-07-18,2881,富邦金,13447779,13.45
2026-07-18,3231,緯創,13084379,13.09
2026-07-18,2882,國泰金,12921010,12.92
2026-07-18,2454,聯發科,7686660,7.69
2026-07-18,2891,中信金,6123360,6.13
2026-07-18,2603,長榮,3783180,3.78
2026-07-18,2609,陽明,3315049,3.31
2026-07-18,3711,日月光投控,3039689,3.03
2026-07-18,2327,國巨,2197160,2.19
2026-07-17,2327,國巨,17381330,17.38
2026-07-17,2301,光寶科,14452550,14.46
2026-07-17,2357,華碩,12785309,12.79
2026-07-17,2882,國泰金,11158670,11.15
2026-07-17,2379,瑞昱,9565040,9.57
2026-07-17,2603,長榮,9153480,9.16
2026-07-17,3231,緯創,7735520,7.73
2026-07-17,2382,廣達,7426300,7.42
2026-07-17,3711,日月光投控,6225800,6.22
2026-07-17,2408,南亞科,4114740,4.12
2026-07-16,2308,台達電,39274140,39.28
2026-07-16,2317,鴻海,13428669,13.42
2026-07-16,3231,緯創,13350710,13.35
2026-07-16,2609,陽明,11467330,11.47
2026-07-16,2379,瑞昱,8596890,8.59
2026-07-16,2301,光寶科,7449380,7.45
2026-07-16,2330,台積電,3851760,3.85
2026-07-16,2882,國泰金,2585170,2.59
2026-07-15,2379,瑞昱,14312840,14.31
2026-07-15,2308,台達電,14087280,14.09
2026-07-15,2882,國泰金,13139860,13.13
2026-07-15,2327,國巨,12834489,12.84
2026-07-15,3231,緯創,11882380,11.88
2026-07-15,2330,台積電,11786489,11.78
2026-07-15,2301,光寶科,9632930,9.64
2026-07-15,2454,聯發科,5935760,5.94
2026-07-15,3711,日月光投控,2825290,2.82
2026-07-15,2603,長榮,1848110,1.85
2026-07-15,2609,陽明,1720760,1.72
2026-07-14,2881,富邦金,14390380,14.39
2026-07-14,2357,華碩,13154620,13.15
2026-07-14,2327,國巨,13068980,13.07
2026-07-14,2891,中信金,12817330,12.82
2026-07-14,3034,聯詠,11531439,11.54
2026-07-14,2882,國泰金,11490880,11.49
2026-07-14,2308,台達電,10901330,10.9
2026-07-14,2379,瑞昱,5682760,5.68
2026-07-14,2330,台積電,3908580,3.9
2026-07-14,2609,陽明,3068070,3.06
2026-07-13,2882,國泰金,44886710,44.88
2026-07-13,2357,華碩,12717830,12.72
2026-07-13,2454,聯發科,11650990,11.66
2026-07-13,3034,聯詠,8133230,8.13
2026-07-13,2379,瑞昱,7522839,7.52
2026-07-13,2603,長榮,6372920,6.38
2026-07-13,2327,國巨,6184480,6.19
2026-07-13,2408,南亞科,2526130,2.52
2026-07-12,2382,廣達,17063679,17.06
2026-07-12,2603,長榮,13542440,13.54
2026-07-12,2308,台達電,12817350,12.82
2026-07-12,2408,南亞科,11780579,11.78
2026-07-12,3231,緯創,9412890,9.41
2026-07-12,2454,聯發科,8960560,8.96
2026-07-12,2327,國巨,8820360,8.82
2026-07-12,2881,富邦金,4283720,4.29
2026-07-12,2317,鴻海,3728470,3.73
2026-07-12,2301,光寶科,3543619,3.55
2026-07-12,2330,台積電,3044400,3.05
2026-07-12,3711,日月光投控,2983730,2.99
2026-07-11,2882,國泰金,14690560,14.7
2026-07-11,2317,鴻海,13246830,13.25
2026-07-11,2357,華碩,13071090,13.07
2026-07-11,2308,台達電,12752730,12.75
2026-07-11,3034,聯詠,12679190,12.68
2026-07-11,2881,富邦金,10184340,10.18
2026-07-11,2382,廣達,5525340,5.53
2026-07-11,3711,日月光投控,5263790,5.27
2026-07-11,2408,南亞科,5170820,5.17
2026-07-11,2327,國巨,4955940,4.96
2026-07-11,2330,台積電,2437270,2.44
2026-07-10,2382,廣達,19271290,19.28
2026-07-10,2408,南亞科,11423300,11.43
2026-07-10,2308,台達電,11416180,11.41
2026-07-10,2609,陽明,11057130,11.05
2026-07-10,2882,國泰金,9635550,9.64
2026-07-10,2301,光寶科,9108470,9.1
2026-07-10,2327,國巨,7806950,7.81
2026-07-10,2891,中信金,5925700,5.92
2026-07-10,3231,緯創,4502710,4.5
2026-07-10,2603,長榮,3524560,3.52
2026-07-10,2330,台積電,3371559,3.38
2026-07-10,2881,富邦金,2968010,2.96
2026-07-09,2317,鴻海,15306360,15.3
2026-07-09,2357,華碩,13200880,13.21
2026-07-09,3034,聯詠,12632550,12.64
2026-07-09,2330,台積電,12128939,12.12
2026-07-09,2327,國巨,10889160,10.88
2026-07-09,2603,長榮,8587520,8.59
2026-07-09,2301,光寶科,8055520,8.05
2026-07-09,2891,中信金,6812520,6.82
2026-07-09,2408,南亞科,4869870,4.87
2026-07-09,2609,陽明,4535470,4.53
2026-07-09,2382,廣達,2985960,2.99
2026-07-08,2891,中信金,13290320,13.3
2026-07-08,3034,聯詠,13095660,13.1
2026-07-08,2317,鴻海,12002280,12.01
2026-07-08,2330,台積電,11781910,11.79
2026-07-08,2357,華碩,11072550,11.07
2026-07-08,2382,廣達,10598360,10.6
2026-07-08,3231,緯創,10219090,10.22
2026-07-08,2327,國巨,9798569,9.79
2026-07-08,2454,聯發科,5677160,5.68
2026-07-08,2881,富邦金,1792550,1.79
2026-07-08,2609,陽明,1391169,1.4
2026-07-08,2379,瑞昱,1000,-0.75
2026-07-07,2382,廣達,14433180,14.44
2026-07-07,3231,緯創,13710400,13.72
2026-07-07,2408,南亞科,13554670,13.55
2026-07-07,2454,聯發科,12883100,12.89
2026-07-07,2882,國泰金,10785810,10.78
2026-07-07,2330,台積電,9705750,9.71
2026-07-07,3034,聯詠,7310900,7.31
2026-07-07,2357,華碩,5757690,5.75
2026-07-07,2603,長榮,5515420,5.51
2026-07-07,2891,中信金,3606730,3.6
2026-07-07,2327,國巨,2737020,2.74
2026-07-06,2882,國泰金,14384610,14.39
2026-07-06,2609,陽明,12995150,12.99
2026-07-06,3711,日月光投控,12947060,12.95
2026-07-06,2357,華碩,11317280,11.31
2026-07-06,2881,富邦金,9533460,9.53
2026-07-06,2891,中信金,9183920,9.18
2026-07-06,2382,廣達,8814850,8.81
2026-07-06,2454,聯發科,6209600,6.2
2026-07-06,2408,南亞科,4840019,4.85
2026-07-06,2379,瑞昱,3673009,3.67
2026-07-06,2301,光寶科,3431830,3.43
2026-07-06,2603,長榮,2691160,2.69
2026-07-05,2357,華碩,24947830,24.95
2026-07-05,3711,日月光投控,13719130,13.72
2026-07-05,2379,瑞昱,11865609,11.87
2026-07-05,2408,南亞科,10793860,10.8
2026-07-05,2382,廣達,9895820,9.9
2026-07-05,2327,國巨,8111699,8.12
2026-07-05,2891,中信金,7020000,7.03
2026-07-05,3231,緯創,6730810,6.73
2026-07-05,2330,台積電,4398430,4.4
2026-07-05,2881,富邦金,2489280,2.48
2026-07-04,2308,台達電,18844750,18.84
2026-07-04,2408,南亞科,14380890,14.38
2026-07-04,2317,鴻海,12652159,12.66
2026-07-04,2609,陽明,10646700,10.64
2026-07-04,3711,日月光投控,10139810,10.13
2026-07-04,2891,中信金,9954830,9.96
2026-07-04,2382,廣達,5868360,5.87
2026-07-04,2881,富邦金,5139190,5.13
2026-07-04,2379,瑞昱,4422210,4.43
2026-07-04,3034,聯詠,3253919,3.26
2026-07-04,2454,聯發科,2621780,2.62
2026-07-04,2330,台積電,2073680,2.08
2026-07-03,3034,聯詠,21337490,21.33
2026-07-03,2882,國泰金,14480510,14.49
2026-07-03,3711,日月光投控,11198380,11.19
2026-07-03,2891,中信金,10700230,10.71
2026-07-03,2317,鴻海,9481910,9.49
2026-07-03,3231,緯創,7614340,7.61
2026-07-03,2881,富邦金,7511399,7.52
2026-07-03,2301,光寶科,4517690,4.52
2026-07-03,2408,南亞科,3844520,3.85
2026-07-03,2357,華碩,3774279,3.77
2026-07-03,2382,廣達,3353280,3.35
2026-07-03,2308,台達電,2177580,2.17
2026-07-02,2408,南亞科,13958759,13.95
2026-07-02,2603,長榮,13216730,13.22
2026-07-02,2609,陽明,13045819,13.04
2026-07-02,3034,聯詠,11876509,11.87
2026-07-02,2327,國巨,10366449,10.37
2026-07-02,2357,華碩,9297780,9.3
2026-07-02,2382,廣達,8394810,8.39
2026-07-02,2881,富邦金,8201359,8.2
2026-07-02,3711,日月光投控,4772910,4.78
2026-07-02,3231,緯創,3929550,3.93
2026-07-02,2454,聯發科,2949180,2.95
2026-07-01,2408,南亞科,44642390,44.64
2026-07-01,3034,聯詠,14736180,14.74
2026-07-01,3231,緯創,12377649,12.37
2026-07-01,2379,瑞昱,10351720,10.36
2026-07-01,2609,陽明,5317140,5.32
2026-07-01,2357,華碩,3986540,3.99
2026-07-01,2301,光寶科,3618420,3.62
2026-07-01,2454,聯發科,2562630,2.56
2026-07-01,2382,廣達,2391050,2.4
2026-06-30,2330,台積電,28165820,28.17
2026-06-30,2379,瑞昱,14591070,14.6
2026-06-30,2382,廣達,12961230,12.96
2026-06-30,2408,南亞科,11256080,11.26
2026-06-30,2882,國泰金,9185460,9.19
2026-06-30,2454,聯發科,8549800,8.55
2026-06-30,2881,富邦金,7713950,7.71
2026-06-30,2357,華碩,7550080,7.56
2026-06-29,2408,南亞科,14715200,14.71
2026-06-29,2609,陽明,11899850,11.9
2026-06-29,3711,日月光投控,10930670,10.93
2026-06-29,2882,國泰金,10015960,10.02
2026-06-29,2881,富邦金,9714930,9.72
2026-06-29,2603,長榮,9615960,9.62
2026-06-29,2891,中信金,8893220,8.89
2026-06-29,2382,廣達,8796120,8.79
2026-06-29,2379,瑞昱,7615260,7.61
2026-06-29,2454,聯發科,3161690,3.17
2026-06-29,2301,光寶科,2633180,2.64
2026-06-29,2327,國巨,1994100,2.0
2026-06-28,2357,華碩,27598779,27.59
2026-06-28,2308,台達電,13142480,13.14
2026-06-28,2603,長榮,13070090,13.08
2026-06-28,3034,聯詠,12784359,12.79
2026-06-28,2317,鴻海,10498450,10.5
2026-06-28,2327,國巨,10267450,10.26
2026-06-28,2882,國泰金,8432139,8.44
2026-06-28,2301,光寶科,2159790,2.15
2026-06-28,2609,陽明,2059149,2.05
2026-06-27,2330,台積電,14511340,14.51
2026-06-27,3034,聯詠,13007230,13.0
2026-06-27,3231,緯創,11632820,11.63
2026-06-27,2603,長榮,11215740,11.22
2026-06-27,2317,鴻海,10094350,10.1
2026-06-27,2379,瑞昱,9842940,9.84
2026-06-27,2882,國泰金,8105870,8.1
2026-06-27,3711,日月光投控,7803260,7.8
2026-06-27,2382,廣達,6018450,6.02
2026-06-27,2891,中信金,5264110,5.26
2026-06-27,2454,聯發科,2523300,2.52
2026-06-26,3231,緯創,18742050,18.74
2026-06-26,2891,中信金,11684119,11.69
2026-06-26,2308,台達電,11346079,11.35
2026-06-26,3034,聯詠,10409570,10.4
2026-06-26,2408,南亞科,9568270,9.57
2026-06-26,2327,國巨,9063050,9.06
2026-06-26,2379,瑞昱,7945300,7.94
2026-06-26,2603,長榮,7929969,7.92
2026-06-26,2301,光寶科,6850070,6.86
2026-06-26,2330,台積電,3926350,3.93
2026-06-26,2609,陽明,2536980,2.54
2026-06-25,2357,華碩,12762140,12.76
2026-06-25,2301,光寶科,12570150,12.57
2026-06-25,2408,南亞科,11030020,11.04
2026-06-25,2317,鴻海,10256900,10.26
2026-06-25,3034,聯詠,9552390,9.55
2026-06-25,2308,台達電,8963870,8.96
2026-06-25,2881,富邦金,8708370,8.7
2026-06-25,2609,陽明,8371570,8.38
2026-06-25,2379,瑞昱,7186810,7.19
2026-06-25,2327,國巨,4110410,4.11
2026-06-25,2891,中信金,4068609,4.06
2026-06-25,3711,日月光投控,2423460,2.42
2026-06-24,3034,聯詠,28898200,28.89
2026-06-24,2891,中信金,14223110,14.22
2026-06-24,3231,緯創,10913380,10.92
2026-06-24,2317,鴻海,8789709,8.78
2026-06-24,2357,華碩,5844130,5.84
2026-06-24,2609,陽明,5827320,5.82
2026-06-24,2454,聯發科,5583790,5.59
2026-06-24,2301,光寶科,4675540,4.67
2026-06-24,2881,富邦金,4269949,4.27
2026-06-24,2330,台積電,4205720,4.21
2026-06-24,2308,台達電,3774750,3.78
2026-06-24,2382,廣達,3005220,3.01
2026-06-23,2308,台達電,13824920,13.83
2026-06-23,2327,國巨,12385340,12.39
2026-06-23,3231,緯創,12337800,12.34
2026-06-23,2454,聯發科,11949640,11.94
2026-06-23,2382,廣達,11784579,11.78
2026-06-23,3711,日月光投控,10001490,10.0
2026-06-23,2317,鴻海,9638580,9.63
2026-06-23,2609,陽明,9071700,9.07
2026-06-23,2357,華碩,6092220,6.09
2026-06-23,2603,長榮,2924840,2.93
2026-06-22,2881,富邦金,25772590,25.77
2026-06-22,3034,聯詠,12678440,12.68
2026-06-22,2408,南亞科,11757630,11.76
2026-06-22,2327,國巨,10836970,10.83
2026-06-22,2382,廣達,9786360,9.78
2026-06-22,3231,緯創,8984640,8.98
2026-06-22,2379,瑞昱,6579110,6.57
2026-06-22,2330,台積電,3732810,3.74
2026-06-22,2317,鴻海,3669800,3.66
2026-06-22,2609,陽明,3391810,3.4
2026-06-22,2454,聯發科,2835460,2.83
2026-06-21,2603,長榮,18138600,18.14
2026-06-21,2382,廣達,11372730,11.38
2026-06-21,2454,聯發科,11068180,11.07
2026-06-21,3231,緯創,10892260,10.89
2026-06-21,2379,瑞昱,9907580,9.9
2026-06-21,2308,台達電,8944730,8.95
2026-06-21,2330,台積電,7956050,7.95
2026-06-21,2327,國巨,6285780,6.28
2026-06-21,2882,國泰金,4531760,4.54
2026-06-21,2317,鴻海,4460770,4.47
2026-06-21,2357,華碩,3572109,3.57
2026-06-21,2881,富邦金,2867230,2.86
2026-06-20,2330,台積電,15156880,15.16
2026-06-20,3034,聯詠,13247460,13.25
2026-06-20,2317,鴻海,12231850,12.23
2026-06-20,2327,國巨,11266410,11.26
2026-06-20,3231,緯創,9549850,9.55
2026-06-20,3711,日月光投控,9339190,9.34
